x,y,Temp(c),R,G,B
4,66,32.64150117927329,3,0,1
4,67,30.0245372504142,2,0,5
4,68,30.391070954092697,1,1,2
4,69,30.288303618045575,1,1,0
4,70,30.66039454205611,1,1,1
4,71,30.897129777653277,2,0,2
4,72,30.44883680464534,1,1,0
4,73,29.85050195161341,1,1,0
4,74,29.566314466845085,2,0,1
4,75,29.39157229187333,1,1,2
4,76,29.475741168655247,1,1,2
4,77,29.320303405129096,2,1,1
4,78,29.3397448401945,1,1,0
4,79,29.611573903494786,1,1,2
5,0,29.008783410096783,99,110,80
5,1,29.151670371921455,66,64,53
5,2,29.57924758399696,57,60,49
5,3,29.320303405129096,39,41,36
5,4,29.404525435866617,56,48,38
5,5,29.96011088439036,122,108,84
5,6,30.621958706487987,128,131,112
5,7,30.871560436484174,84,92,83
5,8,30.455253422807743,82,82,73
5,9,30.043858025429984,142,153,148
5,10,30.51298671616553,118,115,116
5,11,29.462796194664406,125,129,99
5,12,29.112719184734885,106,107,88
5,13,29.054267123579052,28,28,19
5,14,29.605109379163252,50,63,49
5,15,30.095364011800598,118,133,116
5,16,29.876301829739816,145,146,117
5,17,29.824696195265687,114,112,103
5,18,30.127543386253365,116,114,97
5,19,30.391070954092697,128,131,119
5,20,30.230456139200044,88,88,78
5,21,29.86985241107766,163,158,163
5,22,29.876301829739816,101,93,118
5,23,29.831148185649738,46,44,44
5,24,29.727872189220534,135,138,119
5,25,29.255474402590153,100,100,98
5,26,28.552930783399006,142,147,142
5,27,28.73549400783469,99,114,117
5,28,28.781088436430196,160,156,155
5,29,28.193455901247546,173,175,182
5,30,28.41581296209364,118,122,125
5,31,28.722463625906926,92,93,94
5,32,28.94377475612697,34,34,37
5,33,28.71594786756833,32,29,42
5,34,29.352703935467105,92,87,98
5,35,29.844051063762436,124,136,137
5,36,29.546912015265775,152,161,173
5,37,29.236018429628587,155,163,178
5,38,28.924264828782384,128,134,146
5,39,29.598644485109503,69,74,76
5,40,29.876301829739816,111,124,103
5,41,29.882750881257437,104,113,100
5,42,30.583509904707455,55,59,46
5,43,29.39157229187333,30,31,21
5,44,28.383141099774548,24,24,15
5,45,29.385095162255823,80,84,81
5,46,28.1279725074927,130,135,132
5,47,28.670326962225886,119,119,116
5,48,29.3332647341893,110,107,83
5,49,29.21007190631218,106,95,80
5,50,28.43541150337495,69,69,49
5,51,28.761550234484105,93,98,95
5,52,29.197096403796365,169,179,175
5,53,30.088927041915497,149,152,152
5,54,30.224026823291183,32,39,32
5,55,29.721414309353634,62,72,61
5,56,29.779521965417473,111,110,121
5,57,29.934330083514,115,109,118
5,58,30.101800616606965,66,69,74
5,59,30.788420512949756,64,64,57
5,60,30.082489706891067,70,71,67
5,61,29.863402625209915,125,122,123
5,62,30.0245372504142,89,90,85
5,63,29.902095833553176,35,34,29
5,64,29.643890981477227,60,60,48
5,65,31.09509843621794,77,92,77
5,66,31.70600111231795,70,73,65
5,67,30.15328031947422,63,69,65
5,68,30.743627765312908,107,102,114
5,69,31.0504257879212,112,111,118
5,70,31.229011845182697,139,138,135
5,71,30.66039454205611,82,80,73
5,72,30.557870160418076,152,151,135
5,73,30.51298671616553,137,139,120
5,74,29.527506231180553,110,107,96
5,75,29.55984735316065,100,106,90
5,76,29.630965258772562,65,70,60
5,77,29.508097112918108,53,55,41
5,78,29.676198825651966,35,32,18
5,79,30.61555147363464,33,34,31
6,0,29.028278681722156,52,62,42
6,1,29.385095162255823,57,56,45
6,2,30.140412582175486,72,75,57
6,3,29.533975196257188,35,41,24
6,4,29.307340586252963,57,53,37
6,5,29.39157229187333,101,91,72
6,6,29.83759980846162,129,117,107
6,7,30.474501107233152,96,97,95
6,8,30.621958706487987,31,30,26
6,9,29.979442638133378,126,128,114
6,10,30.20473669208991,119,121,106
6,11,29.95366623385212,107,114,98
6,12,29.714956060872794,101,98,92
6,13,29.352703935467105,52,54,54
6,14,29.151670371921455,72,70,74
6,15,29.073754516950146,90,91,88
6,16,29.527506231180553,146,161,121
6,17,30.069613941182354,133,133,115
6,18,30.38465071548262,169,156,118
6,19,30.948251296930266,128,125,114
6,20,31.146131542480134,109,113,114
6,21,30.506573351309555,207,209,200
6,22,30.21116709979634,183,181,177
6,23,29.417477093285697,155,154,155
6,24,29.475741168655247,179,179,180
6,25,29.449849736337057,178,176,176
6,26,29.060763296313837,176,183,174
6,27,29.164651107645454,139,129,129
6,28,29.255474402590153,136,157,146
6,29,28.969782727419215,176,187,178
6,30,29.423952364685533,158,171,161
6,31,28.585553165128488,75,84,76
6,32,29.112719184734885,75,83,69
6,33,29.0932385367679,87,95,70
6,34,29.521036895639725,59,63,45
6,35,29.624501843237738,57,72,54
6,36,28.60512203821844,101,118,118
6,37,28.891740756463662,138,154,159
6,38,28.52029890313139,62,69,84
6,39,29.37861766080789,124,126,135
6,40,29.605109379163252,61,71,61
6,41,29.73432970053483,120,132,128
6,42,30.980190636421582,67,74,67
6,43,29.55337986932153,37,36,27
6,44,28.52682603945493,43,43,28
6,45,28.722463625906926,76,78,77
6,46,28.075558135433425,123,126,132
6,47,28.631208557337004,170,158,171
6,48,29.824696195265687,145,130,120
6,49,30.172579191559976,76,79,60
6,50,28.898246323898206,43,45,21
6,51,29.313822181949263,70,77,62
6,52,29.940775833474845,131,141,141
6,53,30.26259726276436,178,188,187
6,54,29.80533801806888,156,171,156
6,55,29.19060809210447,52,70,45
6,56,30.371809151083085,27,29,36
6,57,29.242504127132804,92,86,94
6,58,29.495155847596664,160,165,157
6,59,30.403910344432347,61,57,62
6,60,29.99877109634531,98,100,96
6,61,29.592179221271692,119,121,117
6,62,29.70203845782322,120,120,108
6,63,29.76661173096562,105,106,96
6,64,29.663276795546096,98,101,80
6,65,30.21116709979634,120,126,113
6,66,31.477293675392332,72,58,54
6,67,30.03741813273541,81,72,65
6,68,30.455253422807743,67,56,57
6,69,31.146131542480134,130,128,136
6,70,30.63477209173635,159,156,166
6,71,30.647584036767967,185,184,181
6,72,30.5642806374899,123,112,102
6,73,30.557870160418076,117,114,98
6,74,29.55984735316065,50,48,39
6,75,30.358966136712525,135,141,115
6,76,30.506573351309555,54,55,37
6,77,30.19830592033071,117,120,93
6,78,30.577100509575246,64,62,42
6,79,30.589918939311644,47,43,29
7,0,29.13219646255277,106,112,93
7,1,29.83759980846162,115,129,110
7,2,29.86985241107766,137,148,141
7,3,29.39157229187333,95,99,89
7,4,29.255474402590153,79,84,70
7,5,29.13868813986386,93,104,80
7,6,29.28141047705367,146,147,128
7,7,29.792430727621877,102,101,83
7,8,30.076052006666885,64,59,47
7,9,29.747243617751167,150,143,131
7,10,29.3332647341893,125,132,115
7,11,29.73432970053483,99,119,92
7,12,29.501626665613344,80,87,60
7,13,28.98278445770643,121,123,119
7,14,29.13219646255277,167,168,167
7,15,29.12570441096949,117,120,125
7,16,30.217597143510034,142,145,123
7,17,30.807612024034484,153,150,129
7,18,31.069573344906757,148,134,110
7,19,31.636166577151698,165,160,151
7,20,31.83286444438403,129,130,128
7,21,31.540869214592306,121,123,118
7,22,31.012121053856333,175,179,166
7,23,30.185443284412486,190,193,193
7,24,29.572781210436574,218,221,232
7,25,30.140412582175486,190,190,207
7,26,30.217597143510034,143,144,138
7,27,29.618038058165723,123,133,110
7,28,29.727872189220534,58,68,58
7,29,29.773067032253152,125,145,112
7,30,30.0245372504142,138,157,125
7,31,29.106226009957595,103,119,89
7,32,30.088927041915497,48,54,45
7,33,29.566314466845085,23,24,17
7,34,29.624501843237738,21,19,17
7,35,29.57924758399696,32,32,29
7,36,28.696398322285404,27,22,32
7,37,28.95027731294823,56,64,62
7,38,28.924264828782384,28,20,31
7,39,29.034776354950452,50,46,60
7,40,29.060763296313837,146,147,145
7,41,29.792430727621877,82,86,88
7,42,31.407319880299212,94,90,88
7,43,29.540443790931647,60,47,48
7,44,28.963281298531,66,55,47
7,45,29.21007190631218,83,83,63
7,46,29.63742830483187,155,155,142
7,47,29.80533801806888,150,146,155
7,48,30.641178244249716,191,185,187
7,49,31.343670275413217,165,152,146
7,50,30.127543386253365,44,38,24
7,51,29.824696195265687,20,22,6
7,52,30.056736714190095,28,26,25
7,53,30.043858025429984,84,88,82
7,54,30.011654905112607,114,109,98
7,55,29.39157229187333,81,90,78
7,56,30.686011235292654,140,142,138
7,57,29.203584341844646,59,55,66
7,58,28.833173694356844,131,141,139
7,59,29.106226009957595,112,115,106
7,60,30.352544085638556,35,39,31
7,61,29.811791111536422,141,143,133
7,62,29.572781210436574,148,137,124
7,63,30.11467273122497,129,133,116
7,64,29.992328643010126,90,89,83
7,65,30.49374553781672,93,95,75
7,66,31.451853596302442,123,115,93
7,67,29.98588582362646,124,115,111
7,68,30.884345822586397,162,158,110
7,69,30.365387825174082,156,155,125
7,70,30.73722736563269,158,151,156
7,71,30.788420512949756,160,161,145
7,72,30.743627765312908,141,132,108
7,73,30.557870160418076,140,137,109
7,74,30.455253422807743,98,100,73
7,75,30.5642806374899,148,146,133
7,76,30.570690753855786,74,63,66
7,77,30.474501107233152,98,96,84
7,78,30.487331089061,84,90,64
7,79,31.27361486905312,76,69,55
8,0,29.882750881257437,156,159,135
8,1,30.519399719840578,146,154,137
8,2,29.940775833474845,133,149,137
8,3,29.307340586252963,61,70,56
8,4,29.177630347538923,34,35,28
8,5,29.099732460656185,42,43,32
8,6,29.15816092679364,97,98,77
8,7,29.605109379163252,109,106,96
8,8,30.03741813273541,143,149,122
8,9,29.902095833553176,153,157,149
8,10,30.236885091296756,101,106,91
8,11,29.682659287107526,120,130,106
8,12,29.824696195265687,112,117,98
8,13,29.76015606149366,111,107,109
8,14,30.185443284412486,147,151,146
8,15,29.521036895639725,146,148,139
8,16,29.475741168655247,147,143,114
8,17,30.294729298537106,131,138,112
8,18,31.178015682454372,148,152,125
8,19,31.655216567748482,166,161,161
8,20,31.959588095670767,153,161,170
8,21,31.86455843468167,51,62,63
8,22,30.41032949628135,137,143,140
8,23,30.37823011449933,97,103,107
8,24,30.339698895414188,111,114,130
8,25,30.90352121869489,77,81,93
8,26,31.15250908098517,116,121,104
8,27,29.721414309353634,40,36,40
8,28,29.98588582362646,92,95,80
8,29,29.876301829739816,87,89,74
8,30,30.43600248293194,127,138,114
8,31,30.365387825174082,121,146,117
8,32,31.031275024761385,68,77,62
8,33,30.577100509575246,37,39,34
8,34,30.26902439670198,28,31,27
8,35,30.538636564374144,31,35,45
8,36,29.86985241107766,132,129,137
8,37,29.592179221271692,42,39,43
8,38,29.44337595039201,33,29,23
8,39,28.500715212318084,93,98,114
8,40,28.709431730894607,203,202,213
8,41,29.24898945143252,195,192,202
8,42,31.464574340833735,179,173,175
8,43,30.724425488884435,139,137,130
8,44,30.063175510376993,114,115,92
8,45,30.307579569945744,94,99,76
8,46,30.577100509575246,98,105,99
8,47,30.11467273122497,87,94,86
8,48,30.26902439670198,105,111,112
8,49,30.557870160418076,202,200,208
8,50,30.307579569945744,102,88,95
8,51,29.3332647341893,34,33,25
8,52,29.81824383724836,23,22,12
8,53,29.66973799515199,57,57,42
8,54,29.98588582362646,113,118,94
8,55,29.927883966957324,67,85,73
8,56,30.814008477392576,113,122,121
8,57,29.863402625209915,132,137,125
8,58,28.291609103395615,115,122,118
8,59,28.186909288765833,169,165,163
8,60,30.474501107233152,115,104,84
8,61,30.230456139200044,153,153,121
8,62,29.747243617751167,84,89,74
8,63,30.71802401169856,73,80,71
8,64,30.621958706487987,93,97,87
8,65,31.66791480746309,175,180,165
8,66,31.877233587966657,160,163,142
8,67,30.78202262538872,147,149,138
8,68,30.480916278886298,156,159,115
8,69,30.095364011800598,156,161,131
8,70,30.769225774115,183,189,159
8,71,30.858773618877933,175,180,162
8,72,30.63477209173635,76,78,70
8,73,30.54504812391957,125,122,104
8,74,30.60914388054948,96,105,92
8,75,30.570690753855786,133,140,118
8,76,30.49374553781672,120,124,99
8,77,30.55145932258108,124,123,109
8,78,30.93547306132399,106,108,83
8,79,31.89624370197845,36,34,19
9,0,30.628365579168815,46,49,46
9,1,30.833195687278476,21,24,20
9,2,30.230456139200044,30,30,34
9,3,29.714956060872794,50,49,29
9,4,29.521036895639725,41,46,26
9,5,29.411001450366825,53,57,52
9,6,29.76661173096562,118,123,101
9,7,30.352544085638556,122,122,100
9,8,30.063175510376993,117,122,92
9,9,29.902095833553176,113,119,97
9,10,31.01850606733791,92,99,86
9,11,29.95366623385212,113,124,105
9,12,29.171140914539535,117,120,100
9,13,29.112719184734885,140,139,97
9,14,29.863402625209915,86,97,71
9,15,30.076052006666885,82,103,76
9,16,30.082489706891067,98,112,69
9,17,30.73722736563269,116,126,74
9,18,30.71802401169856,155,161,144
9,19,30.301154615817154,68,69,74
9,20,31.572643787823324,59,64,56
9,21,32.338925448049,31,39,31
9,22,30.352544085638556,76,86,85
9,23,29.824696195265687,53,59,59
9,24,30.557870160418076,58,57,51
9,25,30.948251296930266,107,97,102
9,26,31.27998531228343,118,124,114
9,27,30.371809151083085,48,58,57
9,28,30.474501107233152,33,41,53
9,29,29.624501843237738,116,112,80
9,30,30.954639878943055,70,65,59
9,31,30.423166713636363,100,122,109
9,32,31.299094517258652,115,129,112
9,33,31.451853596302442,58,64,57
9,34,30.775624379130136,109,110,111
9,35,31.521800249412536,58,63,80
9,36,30.686011235292654,111,107,142
9,37,29.85050195161341,93,91,116
9,38,30.056736714190095,125,122,129
9,39,29.3397448401945,70,58,91
9,40,28.930768514107513,183,184,206
9,41,28.71594786756833,179,194,199
9,42,31.101478819313456,158,164,178
9,43,31.71869374401757,173,167,179
9,44,30.73722736563269,137,127,124
9,45,30.743627765312908,59,48,39
9,46,29.95366623385212,90,89,90
9,47,29.727872189220534,146,139,137
9,48,29.96655516857618,104,111,94
9,49,29.908543417102635,74,82,75
9,50,30.108236856394853,177,177,170
9,51,29.034776354950452,89,86,78
9,52,30.01809626066637,22,33,12
